საქონლის კოდი,საქონლის დასახელება,ზომის ერთეული,რაოდ.,ერთეულის ფასი,საქონლის ფასი,დაბეგვრა,ზედნადების ნომერი,სტატუსი,მყიდველი,გამყიდველი,ზედნადების ტიპი,ტრანსპორტირების დაწყება,ტრანსპორტირების დასრულება,მძღოლი,ა/მ ნომერი,გააქტიურების თარიღი,ტრანსპორტირების დაწყების თარიღი,ტრანსპ. თანხა,შენიშვნა,ქვე-მომხმარებელი,ფირნიშის ან ცნობის ნომერი,დოკუმენტის N,
M-3629,საყელური   6 DIN9021,კგ,1.50,8,12,ჩვეულებრივი,0978382039,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,14-მაი-2026 16:36:45,14-მაი-2026 16:36:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
M-3751,რკინა პროფილი შავი შურუპი 3.5X25,ცალი,600,0.03,18,ჩვეულებრივი,0978382039,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,14-მაი-2026 16:36:45,14-მაი-2026 16:36:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17114,TOLSEN TOL1423-75871 ბურღის საცვლელი პირი მეტალის 4-12*2MM,ცალი,2,15,30,ჩვეულებრივი,0978382039,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,14-მაი-2026 16:36:45,14-მაი-2026 16:36:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
21396,პოლიურეთანის  ქაფი   850 GR 805 (AKFIX),ცალი,2,15,30,ჩვეულებრივი,0978382039,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,14-მაი-2026 16:36:45,14-მაი-2026 16:36:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
M-3077,დასარტყმელი ანკერი 12*120,ცალი,50,1.50,75,ჩვეულებრივი,0978382039,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,14-მაი-2026 16:36:45,14-მაი-2026 16:36:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
0015,აზოტი ბალონში (1.43 კუბ. მ.),ცალი,1,15,15,ჩვეულებრივი,0978365075,დასრულებული,(400017245) შპს აი-სი-ი,(208156056) შპს ბლიცი 4X4,ტრანსპორტირებით,ქ. თბილისი. ვ. ჩერქეზიშვილის ქ. #20,ქ.თბილისი. ვაგზალი ცენტრალი,(04001014731) ბექა გელოვანი,BC030EE,14-მაი-2026 15:57:45,14-მაი-2026 15:57:45,0,ანგ. GE38BG0000000880599300 - საქართველოს ბანკის  ც/ფ     ბ/კ   BAGAGE22,,, ,
0041,აზოტი ბალონში (2.85 კუბ. მ.),ცალი,1,30,30,ჩვეულებრივი,0978365075,დასრულებული,(400017245) შპს აი-სი-ი,(208156056) შპს ბლიცი 4X4,ტრანსპორტირებით,ქ. თბილისი. ვ. ჩერქეზიშვილის ქ. #20,ქ.თბილისი. ვაგზალი ცენტრალი,(04001014731) ბექა გელოვანი,BC030EE,14-მაი-2026 15:57:45,14-მაი-2026 15:57:45,0,ანგ. GE38BG0000000880599300 - საქართველოს ბანკის  ც/ფ     ბ/კ   BAGAGE22,,, ,
809325,მილი Thermalino ცივი Ø25 PN20,მეტრი,16,2,32,ჩვეულებრივი,0978543834,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",ყვარელი სტაპჰაუსი,(04001014731) ბექა გელოვანი,IC090EE,15-მაი-2026 11:06:11,15-მაი-2026 11:06:11,0,,ოთარი მელაძე,, ,
20665,სილიკონი EKOFIX,ცალი,1,8,8,ჩვეულებრივი,0978543834,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",ყვარელი სტაპჰაუსი,(04001014731) ბექა გელოვანი,IC090EE,15-მაი-2026 11:06:11,15-მაი-2026 11:06:11,0,,ოთარი მელაძე,, ,
00131,მუხლი 25/90 EMIRPLAST,ცალი,10,0.40,4,ჩვეულებრივი,0978543834,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",ყვარელი სტაპჰაუსი,(04001014731) ბექა გელოვანი,IC090EE,15-მაი-2026 11:06:11,15-მაი-2026 11:06:11,0,,ოთარი მელაძე,, ,
00020,მუხლი 25/45 EMIRPLAST,ცალი,10,0.40,4,ჩვეულებრივი,0978543834,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",ყვარელი სტაპჰაუსი,(04001014731) ბექა გელოვანი,IC090EE,15-მაი-2026 11:06:11,15-მაი-2026 11:06:11,0,,ოთარი მელაძე,, ,
809337,მუფტა 25 Thermalino,ცალი,10,0.30,3,ჩვეულებრივი,0978543834,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",ყვარელი სტაპჰაუსი,(04001014731) ბექა გელოვანი,IC090EE,15-მაი-2026 11:06:11,15-მაი-2026 11:06:11,0,,ოთარი მელაძე,, ,
73616,DUZ25MM ლითონის ლურსმანი  100pcs 4.2*25მმ,ცალი,200,0.15,30,ჩვეულებრივი,0978544044,დასრულებული,(400017245) შპს აი-სი-ი,(448385872) შპს 1001 წვრილმანი,ტრანსპორტირებით,"ქ.ბათუმი,ფალავანდიშვილი 16ბ GE93TB7591836050100001/GE37BG0000000607448773/GE28LB0113171448557002","ქ. ბათუმი , შარტავას ქ,#18",() ,,15-მაი-2026 11:06:41,15-მაი-2026 11:06:41,0,ტერმინალი (საქართველო),ი. გ.,, ,
63880,დასარტყმელი ანკერი 16*150,ცალი,500,2.80,1400,ჩვეულებრივი,0978550622,დასრულებული,(400017245) შპს აი-სი-ი,(448385872) შპს 1001 წვრილმანი,ტრანსპორტირებით,"ქ.ბათუმი,ფალავანდიშვილი 16ბ GE93TB7591836050100001/GE37BG0000000607448773/GE28LB0113171448557002","ქ. ბათუმი , ბაგრატიონის ქ,#135",() ,,15-მაი-2026 11:22:23,15-მაი-2026 11:22:24,0,ტერმინალი (საქართველო),ი. გ.,, ,
16558,ლატექსის ხელთათმანი წითელი-შავი,წყვილი,22,1.0909,24,ჩვეულებრივი,0978550622,დასრულებული,(400017245) შპს აი-სი-ი,(448385872) შპს 1001 წვრილმანი,ტრანსპორტირებით,"ქ.ბათუმი,ფალავანდიშვილი 16ბ GE93TB7591836050100001/GE37BG0000000607448773/GE28LB0113171448557002","ქ. ბათუმი , ბაგრატიონის ქ,#135",() ,,15-მაი-2026 11:22:23,15-მაი-2026 11:22:24,0,ტერმინალი (საქართველო),ი. გ.,, ,
92956,ბურღის პირი პერფერატორისათვის 16*260 R25061,ცალი,4,12,48,ჩვეულებრივი,0978550622,დასრულებული,(400017245) შპს აი-სი-ი,(448385872) შპს 1001 წვრილმანი,ტრანსპორტირებით,"ქ.ბათუმი,ფალავანდიშვილი 16ბ GE93TB7591836050100001/GE37BG0000000607448773/GE28LB0113171448557002","ქ. ბათუმი , ბაგრატიონის ქ,#135",() ,,15-მაი-2026 11:22:23,15-მაი-2026 11:22:24,0,ტერმინალი (საქართველო),ი. გ.,, ,
8699490907562,მექანიკური ვალცის ხელსაწყო CT 275,ცალი,1,100,100,ჩვეულებრივი,0978552252,აქტიური,(400017245) შპს აი-სი-ი,(402215599) შპს მუბაგი,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის და ელიავას ქუჩებს, მდ.მტკვრის მარცხენა სანაპიროსა და ვახუშტისხიდს შორის ნაკვეთი",ქ.თბილისი ცენტრალი,(04001014731) ბექა გელოვანი,IC030EE,15-მაი-2026 11:26:59,15-მაი-2026 11:26:59,0,,ბაქარ კაპანაძე,, ,
802322,მილის საჭრელი  WK-428 XPERT,ცალი,1,30,30,ჩვეულებრივი,0978552252,აქტიური,(400017245) შპს აი-სი-ი,(402215599) შპს მუბაგი,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის და ელიავას ქუჩებს, მდ.მტკვრის მარცხენა სანაპიროსა და ვახუშტისხიდს შორის ნაკვეთი",ქ.თბილისი ცენტრალი,(04001014731) ბექა გელოვანი,IC030EE,15-მაი-2026 11:26:59,15-მაი-2026 11:26:59,0,,ბაქარ კაპანაძე,, ,
MODULOS1PLBLK 42,"MODULOS1PLBLK 42 დაბალყელიანი შავი სპეცფეხსაცმელი მწვანე ჩანართებით, 
S1 PS დაცვით, Nano Carbon",წყვილი,1,131,131,ჩვეულებრივი,0978555067,აქტიური,(400017245) შპს აი-სი-ი,(404954377) შპს  Made To Make,ტრანსპორტირებით,"თბილისი, ა.წერეთლის #41/9","თბილისი, თბილისი ცენტრალი",() ,,15-მაი-2026 11:34:02,15-მაი-2026 11:37:02,0,,შ. ა.,, ,
MODULOS1PLBLK 43,"MODULOS1PLBLK 43 დაბალყელიანი შავი სპეცფეხსაცმელი მწვანე ჩანართებით, 
S1 PS დაცვით, Nano Carbon",წყვილი,1,131,131,ჩვეულებრივი,0978555067,აქტიური,(400017245) შპს აი-სი-ი,(404954377) შპს  Made To Make,ტრანსპორტირებით,"თბილისი, ა.წერეთლის #41/9","თბილისი, თბილისი ცენტრალი",() ,,15-მაი-2026 11:34:02,15-მაი-2026 11:37:02,0,,შ. ა.,, ,
00783,სამკაპი 110/50/45 PP,ცალი,65,5,325,ჩვეულებრივი,0978561274,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",17 შინდისელის ქუჩა,() ,,15-მაი-2026 11:47:39,15-მაი-2026 11:48:03,0,,ოთარი მელაძე,, ,
00787,მუხლი 50/45 PP,ცალი,75,1,75,ჩვეულებრივი,0978561274,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",17 შინდისელის ქუჩა,() ,,15-მაი-2026 11:47:39,15-მაი-2026 11:48:03,0,,ოთარი მელაძე,, ,
00781,სამკაპი 50/50/45 PP,ცალი,10,2,20,ჩვეულებრივი,0978561274,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",17 შინდისელის ქუჩა,() ,,15-მაი-2026 11:47:39,15-მაი-2026 11:48:03,0,,ოთარი მელაძე,, ,
01554,გადამყვანი 50/32 PP,ცალი,15,2,30,ჩვეულებრივი,0978561274,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",17 შინდისელის ქუჩა,() ,,15-მაი-2026 11:47:39,15-მაი-2026 11:48:03,0,,ოთარი მელაძე,, ,
327506,მილი 50/3000 PP,ცალი,30,9,270,ჩვეულებრივი,0978561274,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",17 შინდისელის ქუჩა,() ,,15-მაი-2026 11:47:39,15-მაი-2026 11:48:03,0,,ოთარი მელაძე,, ,
13274,დამაგრძელებელი დახვეული ბაბინაზე 3X2.5MM 30 M,ცალი,1,135,135,ჩვეულებრივი,0978586077,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16",კორტები,(04001014731) ბექა გელოვანი,IC090EE,15-მაი-2026 12:52:17,15-მაი-2026 12:52:17,0,ტერმინალით გადახდა,,, ,
M-3813,1.28-10x80-25 კგთვითმჭრელი ხის ნაკეთობებისათვის ექვსკუთხა თავით,კგ,0.50,10,5,ჩვეულებრივი,0978586077,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16",კორტები,(04001014731) ბექა გელოვანი,IC090EE,15-მაი-2026 12:52:17,15-მაი-2026 12:52:17,0,ტერმინალით გადახდა,,, ,
00030,ფასონური პროფილი 27*18*1*4000 (C ფორმის),ცალი,3,20,60,ჩვეულებრივი,0978595364,დასრულებული,(400017245) შპს აი-სი-ი,(202456109) შპს ნ.ბ. ჯგუფი,ტრანსპორტირებით,"ბათუმი , შავშეთის ქ. N27",ბათუმი.გოგებაშვილის 20,(33001059430) სიმონ შეშელიძე,IC100EE,15-მაი-2026 13:20:26,15-მაი-2026 13:20:59,0,ტერმინალით გადახდა,,, ,
3538,ქაღალდი A4 Double A 90g Color Print (500ფ.),შეკვრა,5,17,85,ჩვეულებრივი,0978609467,აქტიური,(400017245) შპს აი-სი-ი,(245439271) შპს ივიჯი,ტრანსპორტირებით,"ქ. ბათუმი, ჭავჭავაძის ქ. N66","ქ.ბათუმი, გორგილაძის N12",() ,,15-მაი-2026 14:01:28,15-მაი-2026 14:01:29,0,საქართველოს ტერმინალი,გულნაზ დიასამიძე,, ,
ТТ 315 ПРО,ვენტილატორი ТТ 315 ПРО,ცალი,2,540,1080,ჩვეულებრივი,0978613008,დასრულებული,(400017245) შპს აი-სი-ი,(204986836) შპს მ-ლაინი,ტრანსპორტირებით,"ქ.თბილისი, აგლაძის 3, ბლოკი 2",ყვარელი სტაფ ჰაუსი,(04001014731) ბექა გელოვანი,IC030EE,15-მაი-2026 14:11:04,15-მაი-2026 14:11:04,0,ბანკი  იმედა,ა. შ.,, ,
8714,სპეც.ფეხსაცმელი HT5K503,ცალი,1,150,150,ჩვეულებრივი,0978617568,აქტიური,(400017245) შპს აი-სი-ი,(412730077) შპს  ჯეო სერვის ,ტრანსპორტირებით,"საქართველო, თბილისი, ხოშარაულის 29",ქ.თბილისი ვარკეთილი,() ,,15-მაი-2026 14:24:56,15-მაი-2026 14:24:56,0,GE90BG0000000592206500  (GEL) geoservice.info1@gmail.com,თ. ჯ.,, ,
0853,სამუშაო ფეხსაცმელი,ცალი,1,117,117,ჩვეულებრივი,0978617568,აქტიური,(400017245) შპს აი-სი-ი,(412730077) შპს  ჯეო სერვის ,ტრანსპორტირებით,"საქართველო, თბილისი, ხოშარაულის 29",ქ.თბილისი ვარკეთილი,() ,,15-მაი-2026 14:24:56,15-მაი-2026 14:24:56,0,GE90BG0000000592206500  (GEL) geoservice.info1@gmail.com,თ. ჯ.,, ,
619/1,გიფსოს საჭრელი ნაკრები 16ცალიანი,ცალი,1,23,23,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
630/2/3,გიფსოს საჭრელი ნაკრები,ცალი,1,14,14,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
26/6,თითბერის ონკანი 40მმ,ცალი,2,30,60,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
104/1/5,სამკაპი 40/50,ცალი,1,1.50,1.50,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
216,კაფელის სახვრეტი 8მმ YATO,ცალი,4,12,48,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
465/5/1,კაფელის სახვრეტი ბურღი 10მმ tolsen,ცალი,2,14,28,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
98/1/2,ელ დრელი 800ვ,ცალი,1,185,185,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
715/1/4,კაფელის სახვრეტი ბურღი 6მმ,ცალი,4,12,48,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
133/1/3,სველი ხელსახოცი,ცალი,1,4,4,ჩვეულებრივი,0978635395,აქტიური,(400017245) შპს აი-სი-ი,(45001033343) გოდერძი ლომიძე,ტრანსპორტირებით,ქ.ყვარელი აღმაშენებლის ქუჩა #4,ქ.ყვარელი ყოფილი საქათმეების ტერიტორია,() ,,15-მაი-2026 15:19:31,15-მაი-2026 15:19:31,0,GE42TB7801045063600022,,, ,
04668,აკუმულატორი -AK-04  SPL9-12  12.0V   9.0 AH,ცალი,4,64,256,ჩვეულებრივი,0978649954,დასრულებული,(400017245) შპს აი-სი-ი,(204975269) შპს დი.ეი.სი,ტრანსპორტირებით,"თბილისი, ალ.ყაზბეგის გამზ.N7, ბ18 ტელ:299 0929","რუსთავი,შარტავასა და ლომოურის ქუჩის კვეთა, რუსთავი მოლი",(01027084659) დავითი გელაშვილი,IC130EE,15-მაი-2026 15:59:57,15-მაი-2026 16:00:04,0,GE50BG0000000819562901,204975269,, ,
00000999,"სპილენძის მილი იზოლაციით 1/4""x0,8მმx9მმ (6,35მმ) Halcor",მეტრი,15,8.40,126,ჩვეულებრივი,0978762769,აქტიური,(400017245) შპს აი-სი-ი,(405427195) შპს ველტ თრეიდი,ტრანსპორტირებით,სტანისლავსკის #1,"ბათუმი ,ადმირალი",(04001014731) ბექა გელოვანი,IC090EE,16-მაი-2026 10:02:47,16-მაი-2026 10:02:47,0,,რ. ო.,, ,
00000998,"სპილენძის მილი იზოლაციით 1/2""x0,8მმx9მმ (12,7მმ) Halcor",მეტრი,16,17,272,ჩვეულებრივი,0978762769,აქტიური,(400017245) შპს აი-სი-ი,(405427195) შპს ველტ თრეიდი,ტრანსპორტირებით,სტანისლავსკის #1,"ბათუმი ,ადმირალი",(04001014731) ბექა გელოვანი,IC090EE,16-მაი-2026 10:02:47,16-მაი-2026 10:02:47,0,,რ. ო.,, ,
00000997,შავი ლენტი PVC 5სმ*25მ,ცალი,10,4.50,45,ჩვეულებრივი,0978762769,აქტიური,(400017245) შპს აი-სი-ი,(405427195) შპს ველტ თრეიდი,ტრანსპორტირებით,სტანისლავსკის #1,"ბათუმი ,ადმირალი",(04001014731) ბექა გელოვანი,IC090EE,16-მაი-2026 10:02:47,16-მაი-2026 10:02:47,0,,რ. ო.,, ,
00000996,"კაბელი 5*2,5",მეტრი,17,6,102,ჩვეულებრივი,0978762769,აქტიური,(400017245) შპს აი-სი-ი,(405427195) შპს ველტ თრეიდი,ტრანსპორტირებით,სტანისლავსკის #1,"ბათუმი ,ადმირალი",(04001014731) ბექა გელოვანი,IC090EE,16-მაი-2026 10:02:47,16-მაი-2026 10:02:47,0,,რ. ო.,, ,
20897,მოქლონის ტყვია(სწორი),ცალი,500,0.20,100,ჩვეულებრივი,0978801002,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC030EE,16-მაი-2026 12:30:29,16-მაი-2026 12:30:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
M-4241,სჭვალი/შ ბურღით 4.2X16,ცალი,5000,0.0230,115,ჩვეულებრივი,0978801002,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC030EE,16-მაი-2026 12:30:29,16-მაი-2026 12:30:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
11586,SA075 სილიკონის წებო 310 მლ. - წითელი (AKFIX),ცალი,48,14,672,ჩვეულებრივი,0978801002,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC030EE,16-მაი-2026 12:30:29,16-მაი-2026 12:30:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
A5.1.9.1(2),ჭანჭიკი M 8*25 მმ DIN 933 (II/P/3),კგ,25,8,200,ჩვეულებრივი,0978801002,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC030EE,16-მაი-2026 12:30:29,16-მაი-2026 12:30:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17190,მეტალის საჭრელი დისკი 125x1.6x22.23 mm,ცალი,100,2,200,ჩვეულებრივი,0978801002,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC030EE,16-მაი-2026 12:30:29,16-მაი-2026 12:30:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16265,"DeKOR სამღ. ლილვაკი ""ექსპორტი"" პატარა 10სმ 1084(50ც)""წითელ ტარიანი""",ცალი,4,5,20,ჩვეულებრივი,0978801002,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC030EE,16-მაი-2026 12:30:29,16-მაი-2026 12:30:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17829,ანტიკოროზიული საღებავი წითელი 2.6 კგ MOBEL 3007 (4ც),ცალი,40,55,2200,ჩვეულებრივი,0978801002,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC030EE,16-მაი-2026 12:30:29,16-მაი-2026 12:30:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
18201,გამხსნელი P-646 მშენებელი 0.9 ლ (21ც),ცალი,21,10,210,ჩვეულებრივი,0978801002,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC030EE,16-მაი-2026 12:30:29,16-მაი-2026 12:30:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
